loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,target
30000.0,0.08810000000000001,951.35,MORTGAGE,150000.0,Not Verified,n,12.67,1.0,0.0,11.0,0.0,14724.0,17.0,w,15151.93,15151.93,18046.28,18046.28,14848.07,3198.21,0.0,0.0,0.0,951.35,0.0,1.0,Individual,0.0,0.0,620559.0,0.0,2.0,1.0,2.0,7.0,21704.0,70.0,0.0,1.0,8945.0,44.0,57900.0,2.0,1.0,0.0,5.0,56414.0,37264.0,28.1,0.0,0.0,85.0,87.0,15.0,7.0,4.0,47.0,16.0,0.0,2.0,3.0,3.0,3.0,5.0,6.0,7.0,3.0,11.0,0.0,0.0,0.0,2.0,94.1,0.0,0.0,0.0,706030.0,40972.0,51800.0,31000.0,N,N,low_risk
18000.0,0.1308,410.3,RENT,100000.0,Source Verified,n,16.14,0.0,1.0,14.0,0.0,7415.0,22.0,w,13507.28,13507.28,7782.62,7782.62,4492.72,3289.9,0.0,0.0,0.0,410.3,0.0,1.0,Individual,0.0,0.0,34487.0,1.0,2.0,2.0,3.0,3.0,27072.0,92.0,2.0,3.0,168.0,54.0,34600.0,2.0,0.0,2.0,6.0,2463.0,16640.0,1.5,0.0,0.0,270.0,175.0,7.0,3.0,0.0,17.0,3.0,5.0,3.0,6.0,5.0,6.0,9.0,12.0,13.0,6.0,14.0,0.0,0.0,0.0,4.0,77.3,0.0,0.0,0.0,64100.0,34487.0,16900.0,29500.0,N,N,low_risk
32000.0,0.1308,729.41,RENT,90000.0,Not Verified,n,31.41,1.0,1.0,16.0,0.0,23547.0,24.0,w,24013.2,24013.2,13812.28,13812.28,7986.8,5825.48,0.0,0.0,0.0,729.41,0.0,1.0,Individual,0.0,0.0,55976.0,1.0,5.0,1.0,1.0,10.0,32429.0,37.0,2.0,5.0,10300.0,28.0,109200.0,2.0,0.0,2.0,6.0,3499.0,78383.0,22.9,0.0,0.0,250.0,247.0,1.0,1.0,1.0,1.0,2.0,0.0,7.0,8.0,10.0,10.0,9.0,11.0,14.0,8.0,16.0,0.0,0.0,0.0,3.0,95.8,10.0,0.0,0.0,196889.0,55976.0,101700.0,87689.0,N,N,low_risk
4000.0,0.20550000000000002,149.78,RENT,50000.0,Source Verified,n,10.99,0.0,0.0,4.0,0.0,3204.0,10.0,w,2202.42,2202.42,2841.25,2841.25,1797.58,1043.67,0.0,0.0,0.0,149.78,0.0,1.0,Individual,0.0,0.0,21874.0,1.0,1.0,0.0,1.0,19.0,18670.0,80.0,1.0,2.0,1738.0,68.0,8600.0,0.0,1.0,3.0,3.0,5469.0,296.0,91.5,0.0,0.0,127.0,31.0,2.0,2.0,1.0,2.0,7.0,0.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,32000.0,21874.0,3500.0,23400.0,N,N,low_risk
6000.0,0.16949999999999998,148.96,RENT,50000.0,Not Verified,n,28.59,0.0,1.0,24.0,0.0,3066.0,41.0,w,4527.96,4527.96,2967.9,2967.9,1472.04,1495.86,0.0,0.0,0.0,148.96,0.0,1.0,Individual,0.0,0.0,86659.0,1.0,16.0,1.0,3.0,6.0,83593.0,93.0,3.0,3.0,1120.0,81.0,17400.0,2.0,0.0,5.0,6.0,3611.0,6547.0,21.1,0.0,0.0,76.0,67.0,7.0,6.0,0.0,11.0,0.0,0.0,3.0,7.0,3.0,3.0,32.0,8.0,9.0,7.0,24.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,107598.0,86659.0,8300.0,90198.0,N,N,low_risk
15000.0,0.0756,467.01,OWN,63000.0,Source Verified,n,22.86,0.0,1.0,6.0,0.0,7128.0,12.0,w,0.0,0.0,15000.0,15000.0,15000.0,0.0,0.0,0.0,0.0,15012.6,0.0,1.0,Individual,0.0,0.0,65335.0,1.0,3.0,2.0,4.0,6.0,58207.0,83.0,1.0,1.0,4470.0,66.0,29000.0,5.0,0.0,2.0,5.0,10889.0,21872.0,24.6,0.0,0.0,30.0,252.0,7.0,6.0,0.0,7.0,6.0,0.0,3.0,3.0,3.0,4.0,7.0,3.0,5.0,3.0,6.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,99045.0,65335.0,29000.0,70045.0,N,N,low_risk
16000.0,0.0756,498.15,MORTGAGE,62000.0,Not Verified,n,39.64,0.0,1.0,7.0,0.0,25259.0,14.0,w,8661.99,8661.99,8953.26,8953.26,7338.01,1615.25,0.0,0.0,0.0,498.15,0.0,1.0,Individual,0.0,0.0,234049.0,0.0,2.0,0.0,1.0,21.0,28894.0,49.0,0.0,0.0,11682.0,45.0,62000.0,3.0,0.0,1.0,1.0,33436.0,36741.0,40.7,0.0,0.0,69.0,208.0,38.0,21.0,4.0,38.0,6.0,0.0,4.0,4.0,4.0,6.0,4.0,4.0,6.0,4.0,7.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,332793.0,54153.0,62000.0,58793.0,N,N,low_risk
18000.0,0.1308,410.3,MORTGAGE,85000.0,Source Verified,n,16.62,1.0,0.0,14.0,0.0,27572.0,20.0,w,0.0,0.0,18919.43,18919.43,18000.0,919.43,0.0,0.0,0.0,17701.61,1.0,1.0,Individual,0.0,178.0,337542.0,2.0,4.0,0.0,1.0,15.0,61239.0,58.0,1.0,1.0,2165.0,51.0,59400.0,2.0,1.0,5.0,3.0,24110.0,24389.0,16.8,0.0,0.0,49.0,74.0,3.0,3.0,3.0,42.0,3.0,0.0,5.0,7.0,5.0,6.0,4.0,9.0,13.0,7.0,14.0,0.0,0.0,0.0,2.0,95.0,0.0,0.0,0.0,387649.0,88811.0,29300.0,77549.0,N,N,low_risk
27875.0,0.11019999999999999,912.86,OWN,208000.0,Not Verified,n,22.87,1.0,1.0,27.0,0.0,32387.0,57.0,w,13525.68,13525.68,18223.07,18223.07,14349.32,3873.75,0.0,0.0,0.0,912.86,0.0,1.0,Individual,0.0,0.0,260513.0,4.0,7.0,4.0,5.0,6.0,225914.0,69.0,3.0,3.0,9044.0,41.0,121200.0,2.0,0.0,4.0,8.0,9649.0,84733.0,26.6,0.0,0.0,179.0,299.0,9.0,6.0,0.0,9.0,6.0,3.0,15.0,16.0,16.0,19.0,31.0,18.0,24.0,16.0,27.0,0.0,0.0,0.0,7.0,91.1,6.3,0.0,0.0,376736.0,260513.0,115500.0,246852.0,N,N,low_risk
12000.0,0.1612,292.59,OWN,126525.0,Source Verified,n,19.17,0.0,0.0,21.0,0.0,18984.0,26.0,w,9008.2,9008.2,5841.05,5841.05,2991.8,2849.25,0.0,0.0,0.0,292.59,0.0,1.0,Individual,0.0,0.0,61344.0,0.0,4.0,0.0,1.0,22.0,41927.0,66.0,1.0,4.0,1894.0,42.0,81400.0,1.0,0.0,1.0,5.0,2921.0,51901.0,18.1,0.0,0.0,47.0,88.0,7.0,7.0,0.0,7.0,10.0,0.0,10.0,13.0,13.0,14.0,6.0,16.0,19.0,13.0,21.0,0.0,0.0,0.0,1.0,100.0,7.7,0.0,0.0,145482.0,61344.0,63400.0,63180.0,N,N,low_risk
7500.0,0.0819,152.76,MORTGAGE,52000.0,Source Verified,n,27.35,0.0,0.0,21.0,0.0,13713.0,37.0,w,5571.25,5571.25,2746.27,2746.27,1928.75,817.52,0.0,0.0,0.0,152.76,0.0,1.0,Individual,0.0,0.0,79302.0,0.0,12.0,0.0,4.0,15.0,55690.0,79.0,2.0,3.0,4090.0,65.0,35900.0,0.0,2.0,3.0,8.0,3776.0,8737.0,50.4,0.0,0.0,162.0,104.0,11.0,11.0,1.0,14.0,1.0,0.0,3.0,5.0,3.0,6.0,23.0,8.0,13.0,5.0,21.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,119748.0,69403.0,17600.0,70323.0,N,N,low_risk
40000.0,0.124,897.89,MORTGAGE,260000.0,Source Verified,n,24.55,0.0,0.0,20.0,0.0,65300.0,41.0,w,29295.85,29295.85,17930.24,17930.24,10704.15,7226.09,0.0,0.0,0.0,897.89,0.0,1.0,Individual,0.0,0.0,665304.0,1.0,10.0,2.0,3.0,3.0,185073.0,66.0,0.0,0.0,28468.0,72.0,82300.0,0.0,5.0,0.0,4.0,33265.0,12778.0,82.7,0.0,0.0,232.0,177.0,28.0,3.0,6.0,28.0,15.0,0.0,6.0,8.0,6.0,6.0,26.0,8.0,9.0,8.0,20.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,808057.0,250373.0,73800.0,284757.0,N,N,low_risk
25000.0,0.1033,810.56,RENT,116000.0,Source Verified,n,13.86,0.0,0.0,11.0,0.0,15748.0,24.0,w,0.0,0.0,28042.12,28042.12,25000.0,3042.12,0.0,0.0,0.0,1733.21,0.0,1.0,Individual,0.0,0.0,57383.0,0.0,2.0,1.0,4.0,9.0,41635.0,82.0,4.0,4.0,8518.0,35.0,62300.0,5.0,4.0,1.0,8.0,5217.0,40752.0,27.9,0.0,0.0,141.0,242.0,7.0,7.0,0.0,7.0,9.0,0.0,3.0,3.0,7.0,10.0,8.0,9.0,16.0,3.0,11.0,0.0,0.0,0.0,5.0,75.0,28.6,0.0,0.0,113305.0,57383.0,56500.0,51005.0,N,N,low_risk
23000.0,0.1033,745.72,MORTGAGE,93000.0,Source Verified,n,33.33,0.0,0.0,13.0,0.0,12878.0,28.0,w,12385.27,12385.27,13396.56,13396.56,10614.73,2781.83,0.0,0.0,0.0,745.72,0.0,1.0,Individual,0.0,0.0,232028.0,0.0,5.0,0.0,2.0,15.0,55330.0,50.0,0.0,0.0,6986.0,47.0,34500.0,0.0,0.0,0.0,2.0,17848.0,8243.0,60.6,0.0,0.0,119.0,393.0,27.0,15.0,5.0,42.0,15.0,0.0,3.0,4.0,4.0,6.0,14.0,7.0,9.0,4.0,13.0,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,323754.0,68208.0,20900.0,109854.0,N,N,low_risk
15000.0,0.08810000000000001,475.68,RENT,45000.0,Verified,n,14.21,0.0,0.0,3.0,1.0,14967.0,7.0,w,7634.78,7634.78,9023.24,9023.24,7365.22,1658.02,0.0,0.0,0.0,475.68,0.0,1.0,Individual,0.0,0.0,21345.0,0.0,1.0,1.0,1.0,8.0,6378.0,86.0,0.0,1.0,7692.0,78.0,20000.0,0.0,0.0,0.0,2.0,7115.0,5033.0,74.8,0.0,0.0,149.0,136.0,16.0,8.0,1.0,16.0,16.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,100.0,50.0,1.0,0.0,27399.0,21345.0,20000.0,7399.0,N,N,low_risk
22000.0,0.1033,471.02,MORTGAGE,125360.0,Not Verified,n,23.68,0.0,0.0,14.0,0.0,23635.0,40.0,w,15881.94,15881.94,9395.15,9395.15,6118.06,3277.09,0.0,0.0,0.0,471.02,0.0,1.0,Individual,0.0,0.0,380698.0,4.0,4.0,3.0,6.0,4.0,88307.0,87.0,2.0,2.0,12598.0,79.0,41100.0,1.0,2.0,2.0,9.0,27193.0,1314.0,93.0,0.0,0.0,252.0,143.0,6.0,4.0,6.0,66.0,5.0,0.0,3.0,8.0,3.0,6.0,17.0,9.0,17.0,8.0,14.0,0.0,0.0,0.0,6.0,95.0,100.0,0.0,0.0,411882.0,111942.0,18700.0,101035.0,N,N,low_risk
14875.0,0.17739999999999997,535.83,RENT,149000.0,Verified,n,30.37,0.0,0.0,15.0,0.0,90526.0,33.0,w,8482.29,8482.29,9630.28,9630.28,6392.71,3237.57,0.0,0.0,0.0,535.83,0.0,1.0,Individual,0.0,0.0,119599.0,0.0,3.0,1.0,3.0,11.0,29073.0,49.0,1.0,2.0,9765.0,79.0,93500.0,0.0,13.0,0.0,5.0,7973.0,2038.0,95.0,0.0,0.0,160.0,284.0,11.0,11.0,0.0,11.0,15.0,0.0,8.0,12.0,8.0,11.0,17.0,12.0,16.0,12.0,15.0,0.0,0.0,0.0,2.0,100.0,87.5,0.0,0.0,152301.0,119599.0,40500.0,58801.0,N,N,low_risk
15000.0,0.0819,305.52,MORTGAGE,96000.0,Source Verified,n,13.15,1.0,0.0,18.0,0.0,17681.0,28.0,w,9524.64,9524.64,7096.75,7096.75,5475.36,1621.39,0.0,0.0,0.0,305.52,0.0,1.0,Individual,0.0,0.0,232924.0,2.0,4.0,1.0,1.0,7.0,39998.0,82.0,2.0,4.0,4461.0,59.0,49500.0,0.0,3.0,3.0,6.0,12940.0,25300.0,36.6,0.0,0.0,76.0,63.0,3.0,3.0,2.0,3.0,7.0,0.0,6.0,7.0,10.0,13.0,10.0,13.0,16.0,7.0,18.0,0.0,0.0,0.0,4.0,96.4,10.0,0.0,0.0,275037.0,57679.0,39900.0,48798.0,N,N,low_risk
12750.0,0.1308,430.09,OWN,95000.0,Not Verified,n,24.95,0.0,0.0,12.0,0.0,72447.0,17.0,w,7034.01,7034.01,7732.36,7732.36,5715.99,2016.37,0.0,0.0,0.0,430.09,0.0,1.0,Individual,0.0,0.0,90849.0,0.0,1.0,0.0,1.0,13.0,18402.0,74.0,1.0,2.0,11509.0,76.0,85700.0,1.0,4.0,0.0,3.0,7571.0,4534.0,84.7,0.0,0.0,166.0,107.0,10.0,10.0,0.0,10.0,13.0,0.0,4.0,7.0,5.0,6.0,4.0,11.0,13.0,7.0,12.0,0.0,0.0,0.0,1.0,94.1,60.0,0.0,0.0,110700.0,90849.0,29700.0,25000.0,N,N,low_risk
15700.0,0.0646,480.91,MORTGAGE,70000.0,Not Verified,n,29.9,0.0,0.0,11.0,0.0,39926.0,20.0,w,9701.42,9701.42,7367.16,7367.16,5998.58,1368.58,0.0,0.0,0.0,480.91,0.0,1.0,Joint App,0.0,0.0,156108.0,0.0,2.0,1.0,2.0,10.0,40384.0,81.0,0.0,0.0,8680.0,60.0,83700.0,1.0,3.0,1.0,2.0,14192.0,30731.0,23.2,0.0,0.0,174.0,351.0,31.0,10.0,2.0,38.0,10.0,0.0,3.0,6.0,5.0,7.0,5.0,8.0,13.0,6.0,11.0,0.0,0.0,0.0,1.0,100.0,20.0,0.0,0.0,251351.0,80310.0,40000.0,49651.0,N,N,low_risk
15000.0,0.1612,528.25,RENT,60000.0,Not Verified,n,15.66,1.0,0.0,11.0,0.0,6823.0,17.0,w,8396.3,8396.3,9481.63,9481.63,6603.7,2877.93,0.0,0.0,0.0,528.25,0.0,1.0,Individual,0.0,120.0,19038.0,2.0,0.0,0.0,0.0,46.0,12215.0,46.0,3.0,6.0,4315.0,47.0,14100.0,0.0,0.0,0.0,6.0,1731.0,4877.0,58.3,0.0,0.0,46.0,136.0,1.0,1.0,0.0,4.0,22.0,1.0,4.0,4.0,7.0,8.0,1.0,10.0,16.0,4.0,11.0,0.0,0.0,0.0,3.0,76.5,28.6,0.0,0.0,40688.0,19038.0,11700.0,26588.0,N,N,low_risk
30000.0,0.1862,1093.93,MORTGAGE,125000.0,Source Verified,n,20.59,1.0,0.0,6.0,0.0,47441.0,17.0,w,0.0,0.0,35996.24,35996.24,30000.0,5996.24,0.0,0.0,0.0,20712.25,0.0,1.0,Individual,0.0,0.0,423479.0,0.0,1.0,0.0,1.0,14.0,15694.0,79.0,0.0,0.0,17187.0,83.0,56300.0,1.0,0.0,0.0,1.0,70580.0,8859.0,84.3,0.0,0.0,54.0,210.0,74.0,14.0,6.0,82.0,14.0,0.0,4.0,4.0,4.0,6.0,3.0,4.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,94.1,75.0,0.0,0.0,465800.0,63135.0,56300.0,20000.0,N,N,low_risk
11700.0,0.11019999999999999,254.51,MORTGAGE,127000.0,Not Verified,n,18.88,0.0,1.0,13.0,0.0,25437.0,24.0,w,8662.35,8662.35,4821.36,4821.36,3037.65,1783.71,0.0,0.0,0.0,254.51,0.0,1.0,Individual,0.0,0.0,400882.0,1.0,4.0,0.0,1.0,16.0,55282.0,62.0,1.0,2.0,15828.0,53.0,62700.0,1.0,0.0,1.0,3.0,30837.0,32663.0,43.8,0.0,0.0,155.0,347.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,6.0,7.0,11.0,7.0,8.0,3.0,13.0,0.0,0.0,0.0,1.0,95.8,16.7,0.0,0.0,496990.0,80719.0,58100.0,88846.0,N,N,low_risk
22000.0,0.08810000000000001,697.66,MORTGAGE,45000.0,Source Verified,n,48.16,0.0,0.0,7.0,0.0,1185.0,9.0,w,0.0,0.0,23834.72,23834.72,22000.0,1834.72,0.0,0.0,0.0,15473.57,0.0,1.0,Joint App,0.0,0.0,53059.0,1.0,3.0,2.0,2.0,3.0,51874.0,87.0,0.0,0.0,717.0,41.0,39200.0,1.0,0.0,2.0,2.0,7580.0,38015.0,3.0,0.0,0.0,66.0,204.0,44.0,3.0,0.0,44.0,6.0,0.0,4.0,4.0,4.0,5.0,3.0,4.0,6.0,4.0,7.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,111985.0,53059.0,39200.0,72785.0,N,N,low_risk
25000.0,0.0646,765.77,RENT,75000.0,Not Verified,n,11.3,0.0,0.0,5.0,0.0,3431.0,8.0,w,11709.32,11709.32,15306.43,15306.43,13290.68,2015.75,0.0,0.0,0.0,765.77,0.0,1.0,Individual,0.0,0.0,13828.0,0.0,1.0,0.0,1.0,20.0,10397.0,52.0,0.0,0.0,3243.0,25.0,35200.0,1.0,1.0,0.0,1.0,2766.0,30857.0,9.5,0.0,0.0,125.0,447.0,65.0,20.0,0.0,65.0,20.0,0.0,1.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,55200.0,13828.0,34100.0,20000.0,N,N,low_risk
19125.0,0.0819,389.53,MORTGAGE,102000.0,Not Verified,n,15.39,1.0,0.0,11.0,0.0,3023.0,28.0,w,13889.67,13889.67,7392.37,7392.37,5235.33,2157.04,0.0,0.0,0.0,389.53,0.0,1.0,Individual,0.0,0.0,22991.0,0.0,4.0,1.0,1.0,12.0,19968.0,36.0,0.0,0.0,3023.0,22.0,48300.0,0.0,1.0,2.0,1.0,2299.0,45277.0,6.3,0.0,0.0,172.0,191.0,39.0,12.0,2.0,39.0,2.0,0.0,1.0,1.0,6.0,9.0,11.0,7.0,14.0,1.0,11.0,0.0,0.0,0.0,1.0,96.4,0.0,0.0,0.0,104228.0,22991.0,48300.0,55928.0,N,N,low_risk
12000.0,0.11019999999999999,392.98,OWN,450000.0,Source Verified,n,7.28,0.0,1.0,17.0,0.0,169656.0,40.0,w,0.0,0.0,13483.0,13483.0,12000.0,1483.0,0.0,0.0,0.0,7595.65,0.0,1.0,Individual,0.0,0.0,680787.0,1.0,1.0,1.0,2.0,5.0,10826.0,90.0,2.0,2.0,21150.0,54.0,228700.0,2.0,0.0,1.0,4.0,40046.0,50218.0,58.3,0.0,0.0,92.0,381.0,8.0,5.0,2.0,57.0,1.0,0.0,9.0,10.0,10.0,18.0,10.0,14.0,27.0,10.0,17.0,0.0,0.0,0.0,3.0,94.9,60.0,0.0,0.0,912072.0,192637.0,120400.0,12000.0,N,N,low_risk
30000.0,0.0819,942.73,OWN,96000.0,Not Verified,n,19.2,0.0,0.0,7.0,0.0,30300.0,13.0,w,0.0,0.0,31521.22,31521.22,30000.0,1521.22,0.0,0.0,0.0,15835.76,0.0,1.0,Individual,0.0,0.0,47459.0,0.0,1.0,1.0,1.0,9.0,17159.0,69.0,1.0,1.0,21201.0,38.0,99700.0,0.0,1.0,2.0,2.0,7910.0,61755.0,31.8,0.0,0.0,62.0,156.0,11.0,9.0,0.0,64.0,9.0,0.0,2.0,3.0,5.0,7.0,3.0,6.0,10.0,3.0,7.0,0.0,0.0,0.0,2.0,100.0,25.0,0.0,0.0,124700.0,47459.0,90500.0,25000.0,N,N,low_risk
20000.0,0.1308,455.89,MORTGAGE,165000.0,Not Verified,n,10.3,0.0,2.0,11.0,1.0,10357.0,35.0,w,15297.22,15297.22,8176.95,8176.95,4702.78,3474.17,0.0,0.0,0.0,455.89,0.0,1.0,Individual,0.0,0.0,40343.0,2.0,3.0,1.0,2.0,4.0,29986.0,73.0,2.0,2.0,3151.0,48.0,43800.0,1.0,3.0,2.0,4.0,3668.0,27765.0,26.5,0.0,0.0,87.0,357.0,3.0,3.0,4.0,7.0,3.0,0.0,5.0,6.0,6.0,12.0,6.0,8.0,25.0,6.0,11.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0,84800.0,40343.0,37800.0,41000.0,N,N,low_risk
11000.0,0.0702,339.75,RENT,50000.0,Not Verified,n,32.12,0.0,0.0,12.0,0.0,29537.0,15.0,w,0.0,0.0,11891.8,11891.8,11000.0,891.8,0.0,0.0,0.0,6464.38,0.0,1.0,Individual,0.0,0.0,41779.0,0.0,2.0,0.0,0.0,36.0,12242.0,43.0,0.0,2.0,9939.0,59.0,42900.0,0.0,3.0,0.0,2.0,3482.0,5053.0,82.3,0.0,0.0,112.0,185.0,19.0,19.0,0.0,19.0,22.0,0.0,5.0,10.0,5.0,6.0,3.0,10.0,12.0,10.0,12.0,0.0,0.0,0.0,0.0,100.0,80.0,0.0,0.0,71102.0,41779.0,28500.0,28202.0,N,N,low_risk
12000.0,0.11710000000000001,265.18,OWN,34000.0,Source Verified,n,17.3,0.0,1.0,10.0,0.0,12587.0,15.0,w,8925.17,8925.17,5022.81,5022.81,3074.83,1947.98,0.0,0.0,0.0,265.18,0.0,1.0,Individual,0.0,2229.0,20121.0,1.0,1.0,1.0,1.0,9.0,7534.0,90.0,1.0,2.0,7962.0,44.0,37200.0,0.0,0.0,2.0,3.0,2012.0,16355.0,41.4,0.0,0.0,131.0,204.0,4.0,4.0,0.0,4.0,4.0,0.0,5.0,6.0,7.0,9.0,2.0,9.0,13.0,6.0,10.0,0.0,0.0,0.0,2.0,100.0,28.6,0.0,0.0,45603.0,20121.0,27900.0,8403.0,N,N,low_risk
40000.0,0.1308,911.77,MORTGAGE,200000.0,Not Verified,n,16.97,1.0,0.0,16.0,0.0,29601.0,34.0,w,0.0,0.0,41164.02,41164.02,40000.0,1164.02,0.0,0.0,0.0,40281.32,0.0,1.0,Individual,0.0,0.0,629256.0,0.0,5.0,2.0,2.0,10.0,20685.0,28.0,0.0,0.0,17936.0,32.0,84100.0,5.0,3.0,7.0,2.0,39329.0,27999.0,51.4,0.0,0.0,142.0,176.0,54.0,10.0,1.0,79.0,4.0,0.0,3.0,3.0,6.0,8.0,18.0,10.0,15.0,3.0,16.0,0.0,0.0,0.0,2.0,97.1,16.7,0.0,0.0,779127.0,50286.0,57600.0,74027.0,N,N,low_risk
10000.0,0.0756,311.34,MORTGAGE,75000.0,Not Verified,n,15.68,0.0,0.0,15.0,0.0,7276.0,33.0,w,4997.37,4997.37,5911.26,5911.26,5002.63,908.63,0.0,0.0,0.0,311.34,0.0,1.0,Individual,0.0,0.0,290996.0,1.0,11.0,0.0,1.0,22.0,30420.0,42.0,0.0,0.0,7276.0,35.0,24000.0,1.0,1.0,1.0,3.0,20785.0,16724.0,30.3,0.0,0.0,124.0,138.0,25.0,5.0,3.0,25.0,7.0,0.0,1.0,1.0,3.0,3.0,26.0,3.0,4.0,1.0,15.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,330047.0,37696.0,24000.0,51747.0,N,N,low_risk
22275.0,0.1308,507.74,MORTGAGE,125000.0,Not Verified,n,26.21,0.0,0.0,13.0,0.0,2934.0,31.0,w,17125.0,17125.0,9123.13,9123.13,5150.0,3973.13,0.0,0.0,0.0,507.74,0.0,1.0,Individual,0.0,0.0,252447.0,1.0,3.0,1.0,1.0,8.0,79638.0,21.0,1.0,1.0,265.0,11.0,57500.0,0.0,2.0,2.0,2.0,19419.0,39793.0,1.0,0.0,0.0,154.0,248.0,2.0,2.0,3.0,2.0,1.0,0.0,2.0,4.0,6.0,11.0,12.0,9.0,16.0,4.0,13.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,382650.0,82572.0,40200.0,123750.0,N,N,low_risk
23000.0,0.1612,809.98,MORTGAGE,83000.0,Source Verified,n,10.93,0.0,0.0,10.0,0.0,16316.0,12.0,w,12263.55,12263.55,15338.13,15338.13,10736.45,4601.68,0.0,0.0,0.0,809.98,0.0,1.0,Individual,0.0,0.0,23048.0,0.0,1.0,0.0,1.0,16.0,6732.0,83.0,0.0,1.0,9492.0,53.0,35800.0,1.0,2.0,0.0,2.0,2305.0,11066.0,54.5,0.0,0.0,38.0,66.0,14.0,14.0,0.0,31.0,14.0,0.0,5.0,6.0,6.0,6.0,3.0,9.0,9.0,6.0,10.0,0.0,0.0,0.0,0.0,100.0,16.7,0.0,0.0,43900.0,23048.0,24300.0,8100.0,N,N,low_risk
12750.0,0.14300000000000002,437.63,OWN,39000.0,Verified,n,22.65,0.0,2.0,9.0,1.0,2520.0,54.0,w,0.0,0.0,14669.98,14669.98,12750.0,1919.98,0.0,0.0,0.0,8553.29,0.0,1.0,Individual,0.0,0.0,115937.0,3.0,2.0,1.0,3.0,5.0,31277.0,92.0,3.0,4.0,718.0,78.0,9700.0,6.0,0.0,4.0,7.0,12882.0,1371.0,40.4,0.0,0.0,154.0,193.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0,12.0,25.0,6.0,28.0,4.0,8.0,0.0,0.0,0.0,4.0,92.7,0.0,1.0,0.0,131113.0,33797.0,2300.0,33898.0,N,N,low_risk
3600.0,0.2305,139.45,RENT,79300.0,Not Verified,n,33.14,0.0,3.0,57.0,0.0,50446.0,93.0,w,0.0,0.0,4674.27,4674.27,3600.0,1074.27,0.0,0.0,0.0,2168.78,0.0,1.0,Individual,0.0,0.0,235558.0,3.0,21.0,2.0,4.0,5.0,185112.0,115.0,2.0,3.0,4520.0,106.0,60600.0,2.0,4.0,8.0,7.0,4206.0,6181.0,75.8,0.0,0.0,195.0,147.0,2.0,2.0,0.0,2.0,2.0,0.0,17.0,30.0,19.0,21.0,46.0,36.0,47.0,30.0,57.0,0.0,0.0,0.0,4.0,100.0,52.6,0.0,0.0,221299.0,235558.0,25500.0,160699.0,N,N,low_risk
